id,title,language,views,downloads,industry,runtime,IMDb_rating,director,release_date,posted_date
370742,The Price We Pay,English,6715,798,Hollywood / English,86,5.1,Ryûhei Kitamura,2023-01-10,2023-01-21
370741,Detective Knight: Independence,English,12666,1295,Hollywood / English,91,4.6,Edward Drake,2023-01-20,2023-01-21
370516,The Offering,English,13956,1375,Hollywood / English,93,5.7,Oliver Park,2023-01-13,2023-01-17
370738,Mission Majnu,Hindi,105698,35220,Bollywood / Indian,129,8.4,Shantanu Bagchi,2023-01-20,2023-01-21
370688,There's Something Wrong with the Children,English,12572,1105,Hollywood / English,92,5.0,Roxanne Benjamin,2023-01-17,2023-01-20
370685,Snow Falls,English,7924,892,Hollywood / English,79,3.1,Colton Tran,2023-01-17,2023-01-20
370679,Pretty Little Victim (Nobody Will Believe You),English,6935,397,Hollywood / English,87,4.6,Damián Romay,2021-07-17,2023-01-20
370647,House Party,English,4410,285,Hollywood / English,100,4.6,Calmatic,2023-01-13,2023-01-19
370572,Sister Obsession (My Sister's Serial Killer Boyfriend),English,10831,1020,Hollywood / English,84,6.4,Danny J. Boyle,2023-01-08,2023-01-18
370571,The Wedding Veil Inspiration,English/Italian,2663,184,Hollywood / English,84,7.3,Terry Ingram,2023-01-14,2023-01-18
370570,The Hammer (Reba McEntire's the Hammer),English,3505,190,Hollywood / English,85,7.2,Jeff Beesley,2023-01-07,2023-01-18
189653,Suicide Squad,English/Hindi,365618,115733,Hollywood / English,123,5.9,David Ayer,2016-08-12,2016-08-08
370473,The Devil Conspiracy,English,23952,3614,Hollywood / English,111,4.9,Nathan Frankowski,2023-01-13,2023-01-16
370421,Dog Gone,English/Hindi,13076,2550,Hollywood / English,95,5.9,Stephen Herek,2023-01-13,2023-01-14
370419,Sick,English,9746,1208,Hollywood / English,83,6.3,John Hyams,2023-01-13,2023-01-14
370346,The Old Way,English,12307,1557,Hollywood / English,95,6.4,Brett Donowho,2023-01-12,2023-01-13
370345,Bed Rest,English,13116,985,Hollywood / English,90,5.3,Lori Evans Taylor,2022-12-07,2023-01-13
357542,Everything Everywhere All at Once,English/Hindi,56056,14168,Hollywood / English,139,8.1,Dan Kwan/Daniel Scheinert,2022-04-08,2022-03-28
370255,The Wedding Veil Expectations,English/Italian,7084,686,Hollywood / English,84,7.0,Peter Benson,2023-01-07,2023-11-01
362914,Where the Crawdads Sing,English/Hindi,27000,3694,Hollywood / English,125,7.1,Olivia Newman,2022-07-15,2022-01-08
370210,The Almond And The Seahorse,English,4142,290,Hollywood / English,96,5.9,Celyn Jones/Tom Stern,2022-11-10,2023-10-01
368292,Devotion,English/Korean,15528,1768,Hollywood / English,139,6.9,J.D. Dillard,2022-11-23,2022-11-26
337976,Half Brothers,English/Hindi,54810,8216,Hollywood / English,96,6.0,Luke Greenfield,2020-12-04,2020-12-24
132802,Ex Machina,English/Hindi,79977,21084,Hollywood / English,108,7.7,Alex Garland,2015-01-21,2015-05-14
369638,The Pale Blue Eye,English/Hindi,36195,7525,Hollywood / English,128,6.7,Scott Cooper,2023-01-06,2022-12-27
370098,Blackbird,English,17719,1966,Hollywood / English,88,3.2,Michael Flatley,2022-09-02,2023-07-01
370075,Reviviendo la Navidad (A Not So Merry Christmas),English,7253,489,Hollywood / English,100,4.8,Mark Alazraki,2022-12-20,2023-06-01
370072,The Holiday Dating Guide,English,3613,258,Hollywood / English,85,6.5,Brian Herzlinger,2022-12-17,2023-06-01
370071,Catfish Killer,English,10606,861,Hollywood / English,90,5.4,Olivia Kuan,2022-07-01,2023-06-01
355985,Shut In,English/Hindi,48028,6996,Hollywood / English,89,5.8,D.J. Caruso,2022-02-10,2022-02-18
368994,Puss in Boots: The Last Wish,English/Spanish,45076,8426,Anime / Kids,102,7.8,Joel Crawford/Januel Mercado,2022-12-21,2022-12-12
369261,Nanny,English/Hindi,28276,3476,Hollywood / English,99,5.2,Nikyatu Jusu,2022-12-16,2022-12-17
359203,Operation Mincemeat,English/Hindi,23492,3491,Hollywood / English,128,6.6,John Madden,2022-04-15,2022-06-05
367998,The Menu,English,20475,2607,Hollywood / English,107,7.5,Mark Mylod,2022-11-18,2022-11-21
367940,The Last Manhunt,English,24204,1903,Hollywood / English,103,4.2,Christian Camargo,2022-11-18,2022-11-19
364790,Medieval,English/Czech,34413,3293,Hollywood / English,126,5.9,Petr Jákl,2022-09-08,2022-09-15
369104,White Noise,English/Hindi,18217,2918,Hollywood / English,136,6.2,Noah Baumbach,2022-12-30,2022-12-14
368689,Violent Night,English/Hindi,38079,7605,Hollywood / English,112,6.8,Tommy Wirkola,2022-12-02,2022-06-12
369785,A Man Called Otto,English,5948,564,Hollywood / English,126,7.0,Marc Forster,2023-01-04,2022-12-30
369740,Destination Christmas (Single And Ready To Jingle),English,9215,708,Hollywood / English,90,5.6,Wendy Ord,2022-12-11,2022-12-29
369681,Spoiler Alert,English,3856,237,Hollywood / English,112,6.8,Michael Showalter,2022-12-09,2022-12-28
369637,Women Talking,English,4032,231,Hollywood / English,104,7.7,Sarah Polley,2023-01-06,2022-12-27
354646,The Ray (Run & Gun),English/Hindi,18368,3367,Hollywood / English,96,5.1,Christopher Borrelli,2022-03-17,2022-01-18
369613,Roald Dahl's Matilda the Musical,English,15069,2289,Hollywood / English,117,7.4,Matthew Warchus,2022-11-25,2022-12-26
368294,Glass Onion: A Knives Out Mystery,English/Hindi,40301,9449,Hollywood / English,140,7.7,Rian Johnson,2022-12-23,2022-11-26
369520,Scare Package II: Rad Chad's Revenge,English,8815,623,Hollywood / English,98,5.3,Alexandra Barreto/Anthony Cousins/Aaron B. Koontz,2022-12-22,2022-12-23
368290,Strange World,English,19652,2227,Anime / Kids,102,4.8,Don Hall/Qui Nguyen,2022-11-23,2022-11-26
369460,When Christmas Was Young,English,1999,90,Hollywood / English,87,5.8,Monika Mitchell,2022-12-18,2022-12-22
369416,Who Killed Santa? A Murderville Murder Mystery,English,5169,492,Hollywood / English,52,6.5,Laura Murphy,2022-12-15,2022-12-21
369360,High Heat,English,10185,1163,Hollywood / English,84,4.5,Zach Golden,2022-12-16,2022-12-20
369359,Renegades,English,7996,857,Hollywood / English,91,3.7,Daniel Zirilli,2022-12-06,2022-12-20
365294,The Enforcer,English/Hindi,43176,16596,Hollywood / English,90,5.2,Richard Hughes,1970-01-01,2022-09-26
356928,The Contractor,English,68011,14605,Hollywood / English,103,5.8,Tarik Saleh,2022-04-01,2022-12-03
369315,The 12 Days of Christmas Eve,English,5465,123,Hollywood / English,90,6.4,Dustin Rikert,2022-11-26,2022-12-19
369161,Avatar: The Way of Water,English,137215,42568,Hollywood / English,192,7.8,James Cameron,2022-12-16,2022-12-15
369311,The Amazing Maurice,English,8738,1009,Anime / Kids,93,6.7,Toby Genkel/Florian Westermann,2022-12-16,2022-12-19
369258,Mindcage,English,17012,1439,Hollywood / English,96,4.5,Mauro Borrelli,2022-12-16,2022-12-17
369256,Lifemark,English,5528,314,Hollywood / English,120,6.2,Kevin Peeples,2022-09-09,2022-12-17
369160,I Believe in Santa,English/Hindi,7278,985,Hollywood / English,89,4.4,Alex Ranarivelo,2022-12-14,2022-12-15
364741,Ticket to Paradise,English/Hindi,11368,1520,Hollywood / English,104,6.4,Ol Parker,2022-09-20,2022-09-14
366713,Lyle/Lyle/Crocodile,English/Hindi,23334,3907,Hollywood / English,106,6.4,Josh Gordon/Will Speck,2022-10-07,2022-10-25
368688,Bones and All,English,10261,906,Hollywood / English,131,7.3,Luca Guadagnino,2022-11-23,2022-06-12
369001,The Banshees of Inisherin,English,6004,516,Hollywood / English,114,7.8,Martin McDonagh,2022-10-21,2022-12-12
368291,The Fabelmans,English,13852,605,Hollywood / English,151,8.1,Steven Spielberg,2022-11-23,2022-11-26
367995,Prey For The Devil,English/Bulgarian/Spanish/Latin,27216,4217,Hollywood / English,93,5.2,Daniel Stamm,2022-10-28,2022-11-21
369004,Something from Tiffany's,English/Hindi,6985,965,Hollywood / English,87,6.3,Daryl Wein,2022-12-09,2022-12-12
369002,Girl at the Window,English,18090,3113,Hollywood / English,85,4.2,Mark Hartley,2022-08-18,2022-12-12
368905,Detective Knight: Redemption,English,16445,2167,Hollywood / English,93,5.8,Edward Drake,2022-12-09,2022-10-12
368903,Guillermo del Toro's Pinocchio,English,27397,5941,Anime / Kids,117,7.6,Guillermo del Toro/Mark Gustafson,2022-12-09,2022-10-12
368902,Night at the Museum: Kahmunrah Rises Again,English,25168,1951,Anime / Kids,77,5.1,Matt Danner/Justin Lovell,2022-12-09,2022-10-12
368869,Matrimillas,English,4694,417,Hollywood / English,101,5.5,Sebastián De Caro,2022-12-07,2022-09-12
368868,Ardiente Paciencia (Burning Patience),English,5825,416,Hollywood / English,90,5.6,Rodrigo Sepúlveda,2022-12-07,2022-09-12
368867,Darby Harper Wants You to Know,English,4048,263,Hollywood / English,100,5.5,Silas Howard,2022-12-02,2022-09-12
368734,Savage Salvation,English,14248,1814,Hollywood / English,101,4.5,Randall Emmett,2022-01-13,2022-07-12
368733,The Eternal Daughter,English,5627,298,Hollywood / English,96,6.2,Joanna Hogg,2022-12-02,2022-07-12
367997,She Said,English,6818,461,Hollywood / English,129,7.4,Maria Schrader,2022-11-18,2022-11-21
368600,Lady Chatterley's Lover,English,52001,10059,Hollywood / English,126,6.6,Laure de Clermont-Tonnerre,2022-12-02,2022-03-12
368595,Scrooge: A Christmas Carol,English,23091,5196,Anime / Kids,96,6.2,Stephen Donnelly,2022-12-02,2022-03-12
368593,Diary of a Wimpy Kid: Rodrick Rules,English,5540,473,Anime / Kids,74,5.7,Luke Cormican,2022-12-02,2022-03-12
368544,Troll,Norwegian/English,86777,25542,Hollywood / English,101,5.8,Roar Uthaug,2022-12-01,2022-02-12
366544,Black Adam,English,405003,139181,Hollywood / English,125,6.4,Jaume Collet-Serra,2022-10-20,2022-10-21
368541,A Hollywood Christmas,English,3038,162,Hollywood / English,91,5.2,Alex Ranarivelo,2022-12-01,2022-02-12
368540,The Royal Nanny,English,2845,270,Hollywood / English,84,7.0,Jonathan Wright,2022-11-12,2022-02-12
368539,Qala,Hindi,31177,4939,Bollywood / Indian,119,7.2,Anvita Dutt Guptan,2022-12-01,2022-02-12
368492,Il mio nome e vendetta (My Name Is Vendetta),Italian,41411,11048,Hollywood / English,90,5.5,Cosimo Gomez,2022-11-30,2022-01-12
368491,Un hombre de accioon (A Man of Action),English/Hindi,15737,3710,Hollywood / English,111,6.7,Javier Ruiz Caldera,2022-11-30,2022-01-12
368489,A Tale of Two Christmases,English,1738,106,Hollywood / English,84,5.5,Jason Bourque,2022-11-26,2022-01-12
368488,Long Lost Christmas,English,2226,139,Hollywood / English,84,6.7,Michael Robison,2022-11-19,2022-01-12
368444,A Waltons Thanksgiving,English,2827,128,Hollywood / English,90,6.0,Joe Lazarov,2022-11-20,2022-11-30
364047,The Invitation,English,49454,8853,Hollywood / English,105,5.3,Jessica M. Thompson,2022-08-26,2022-08-29
368394,Gladiatori di Roma (Gladiators of Rome),English,6306,545,Anime / Kids,94,5.2,Iginio Straffi,2012-10-18,2022-11-29
368347,Till,English,4768,364,Hollywood / English,130,7.3,Chinonye Chukwu,2022-10-28,2022-11-28
368345,A Party to Die For,English,10027,768,Hollywood / English,83,4.5,Nanea Miyata,2022-10-28,2022-11-28
367601,Paradise City,English,43700,10333,Hollywood / English,92,3.6,Chuck Russell,2022-11-11,2022-12-11
365217,Meet Cute,English/Hindi,16595,2142,Hollywood / English,89,5.0,Alexandre Lehmann,2022-09-21,2022-09-23
368296,The Guardians of the Galaxy Holiday Special,English,28284,4839,Hollywood / English,41,6.9,James Gunn,2022-11-25,2022-11-26
368243,The Noel Diary,English,10252,1477,Hollywood / English,99,6.1,Charles Shyer,2022-11-24,2022-11-25
366208,Halloween Ends,English,42973,8593,Hollywood / English,111,5.0,David Gordon Green,2022-10-14,2022-10-14
368240,Three Wise Men and a Baby,English,3691,350,Hollywood / English,84,8.0,Terry Ingram,2022-11-19,2022-11-25
368239,Dragevokteren (Dragon Girl),English,9808,910,Hollywood / English,82,5.7,Katarina Launing,2020-10-30,2022-11-25
368200,The Swimmers,English/Arabic,20665,3411,Hollywood / English,134,7.4,Sally El Hosaini,2022-11-23,2022-11-24
368199,Lesson Plan 2022,Polish,26831,6584,Hollywood / English,101,4.9,Daniel Markowicz,2022-11-23,2022-11-24
365968,Triangle of Sadness,English,16576,1747,Hollywood / English,150,7.9,Ruben Östlund,2022-09-28,2022-10-10
367942,Slumberland,English,21544,4474,Hollywood / English,117,6.7,Francis Lawrence,2022-11-18,2022-11-19
367941,Disenchanted,English,20400,2111,Hollywood / English,119,5.6,Adam Shankman,2022-11-18,2022-11-19
367939,Lamborghini: The Man Behind the Legend,English,12776,1538,Hollywood / English,97,5.2,Bobby Moresco,2022-11-18,2022-11-19
367938,The People We Hate at the Wedding,English/Hindi,4848,732,Hollywood / English,99,5.7,Claire Scanlon,2022-11-18,2022-11-19
367937,Spirited,English,15986,1498,Hollywood / English,127,6.4,Sean Anders,2022-11-18,2022-11-19
365791,Godfather,Tamil/Kannada/Malayalam/Telugu/Hindi,160858,56780,Tollywood,157,5.3,Mohan Raja,2022-10-05,2022-06-10
367878,A Christmas Story Christmas,English,2157,153,Hollywood / English,98,7.1,Clay Kaytis,2022-11-17,2022-11-18
367877,Call Jane,English,6643,295,Hollywood / English,121,6.1,Phyllis Nagy,2022-10-28,2022-11-18
367876,Christmas with You,English/Hindi,4254,610,Hollywood / English,89,6.0,Gabriela Tagliavini,2022-11-17,2022-11-18
337974,All My Life,English/Hindi,9313,1401,Hollywood / English,91,6.3,Marc Meyers,2020-12-04,2020-12-24
367826,The Wonder,English/Irish Gaelic,24330,3600,Hollywood / English,108,6.6,Sebastián Lelio,2022-11-16,2022-11-17
367825,Lost Lotteries,English,5126,383,Hollywood / English,106,5.2,Prueksa Amaruji,2022-11-16,2022-11-17
367823,Tar,English/German/Filipino/French,9571,464,Hollywood / English,158,8.1,Todd Field,2022-10-28,2022-11-17
367820,Emily,English/French,9401,586,Hollywood / English,130,7.1,Frances O'Connor,2022-10-14,2022-11-17
367818,Christmas in Paradise,English,2335,115,Hollywood / English,88,3.9,Philippe Martinez,2022-11-15,2022-11-17
367816,Terror Train,English,14024,1289,Hollywood / English,90,4.4,Philippe Gagnon,2022-10-21,2022-11-17
367756,Dangerous Game: The Legacy Murders,English,6242,445,Hollywood / English,96,4.5,Sean McNamara,2022-10-21,2022-11-16
365615,Smile,English,53766,10433,Hollywood / English,115,6.6,Parker Finn,2022-09-30,2022-03-10
363659,Vengeance,English/Hindi,13536,1820,Hollywood / English,107,6.8,B.J. Novak,2022-07-29,2022-08-19
361742,Hot Seat,English,19207,3865,Hollywood / English,99,4.3,James Cullen Bressack,2022-07-07,2022-02-07
367754,Tom And Jerry: Snowman's Land,English,16761,3173,Anime / Kids,76,4.9,Darrell Van Citters,2022-11-14,2022-11-16
339915,Wrong Turn,English,180956,44814,Hollywood / English,109,5.5,Mike P. Nelson,2021-01-29,2021-06-02
108757,Wrong Turn 6: Last Resort,English,357409,148860,Hollywood / English,91,4.1,Valeri Milev,2014-10-13,2014-10-14
12002,Wrong Turn 5: Bloodlines,English,247572,106777,Hollywood / English,91,4.1,Declan O'Brien,2013-02-22,2012-10-19
8268,Wrong Turn 4: Bloody Beginnings,English,210510,93622,Hollywood / English,93,4.5,Declan O'Brien,2012-10-10,2011-10-22
590,Wrong Turn 3: Left for Dead,English,192828,106152,Hollywood / English,92,4.6,Declan O'Brien,2009-10-04,2009-10-15
22880,Wrong Turn 2: Dead End,English,161530,64741,Hollywood / English,93,5.4,Joe Lynch,2007-10-09,2007-10-10
12456,Wrong Turn,English,259507,95491,Hollywood / English,84,6.1,Rob Schmidt,2003-05-30,2003-05-31
367648,R.I.P.D. 2: Rise of the Damned,English,22459,2666,Hollywood / English,102,4.5,Paul Leyden,2022-11-15,2022-11-14
367600,Kal (Don't Leave),Turkish,31935,3197,Hollywood / English,107,5.1,Ozan Açiktan,2022-11-11,2022-12-11
365969,Amsterdam,English/French,13293,1093,Hollywood / English,134,6.1,David O. Russell,2022-10-07,2022-10-10
365006,Jeepers Creepers: Reborn,English,59506,13227,Hollywood / English,88,2.5,Timo Vuorensola,2022-09-14,2022-09-19
367598,My Father's Dragon,English,12809,2541,Anime / Kids,99,6.5,Nora Twomey,2022-11-11,2022-12-11
367597,Monica/O My Darling,Hindi,97103,26902,Bollywood / Indian,129,7.4,Vasan Bala,2022-11-11,2022-12-11
367537,Lost Bullet 2 (Lost Bullet 2: Back for More),French,40941,12460,Hollywood / English,98,6.3,Guillaume Pierret,2022-11-10,2022-11-11
367536,Balle perdue (Lost Bullet),French,33980,10402,Hollywood / English,92,6.3,Guillaume Pierret,2020-06-19,2022-11-11
367535,Falling for Christmas,English/Hindi,6862,1184,Hollywood / English,93,5.7,Janeen Damian,2022-11-10,2022-11-11
367469,Shadow Master,English,25555,3675,Hollywood / English,90,4.9,Pearry Reginald Teo,2022-11-03,2022-10-11
367468,Ask Me to Dance,English,15640,1033,Hollywood / English,94,4.8,Tom Malloy,2022-10-07,2022-10-11
367464,Manyeo (The Witch: Part 1 - The Subversion),Korean/English,43505,12066,Hollywood / English,125,7.1,Hoon-jung Park,2018-06-27,2022-10-11
367463,The Soccer Football Movie,English,15642,3472,Anime / Kids,73,3.1,Mitch Schauer,2022-11-09,2022-10-11
367462,Tad the Lost Explorer and the Emerald Tablet,Spanish/English/French,13599,1664,Anime / Kids,90,5.9,Enrique Gato,2022-08-26,2022-10-11
367461,Aqua Teen Forever: Plantasm,English,7224,290,Anime / Kids,79,6.3,Matt Maiellaro/Dave Willis,2022-11-08,2022-10-11
367416,Causeway,English,10227,934,Hollywood / English,92,6.5,Lila Neugebauer,2022-11-04,2022-08-11
367414,Presence,English,7264,639,Hollywood / English,82,4.0,Christian Schultz/Thomas Johnston,2022-04-29,2022-08-11
367349,My Policeman,English,5278,562,Hollywood / English,113,6.6,Michael Grandage,2022-11-04,2022-07-11
367344,Dear Zoe,English,9608,574,Hollywood / English,94,5.1,Gren Wells,2022-11-04,2022-07-11
367342,Soft & Quiet,English,5535,332,Hollywood / English,91,6.0,Beth de Araújo,2022-11-04,2022-07-11
367281,Enola Holmes 2,English,51080,13075,Hollywood / English,129,6.7,Harry Bradbeer,2022-11-04,2022-05-11
367279,Weird: The Al Yankovic Story,English,4288,269,Hollywood / English,108,7.4,Eric Appel,2022-11-04,2022-05-11
367278,The System,English,23088,3000,Hollywood / English,97,4.0,Dallas Jackson,2022-11-04,2022-05-11
367277,On the Line,English,5236,517,Hollywood / English,104,5.1,Romuald Boulanger,2022-10-31,2022-05-11
367276,The Minute You Wake up Dead,English,7282,448,Hollywood / English,90,4.2,Michael Mailer,2022-11-04,2022-05-11
363427,Secret Headquarters,English,49528,11293,Hollywood / English,104,5.1,Henry Joost/Ariel Schulman,2022-08-05,2022-08-13
367109,The Takeover,English/Dutch,25414,5761,Hollywood / English,87,5.2,Annemarie van de Mond,2022-11-01,2022-02-11
367107,Deborah,English,7906,413,Hollywood / English,88,5.5,Noga Pnueli,2022-11-01,2022-02-11
367106,Hex,English,18787,1558,Hollywood / English,88,4.3,Chris Johnston/Andy Malchiodi,2022-11-01,2022-02-11
367105,The Storied Life of A.J. Fikry,English,3869,243,Hollywood / English,105,6.5,Hans Canosa,2022-10-07,2022-02-11
364344,Gigi & Nate,English,7776,664,Hollywood / English,114,6.9,Nick Hamm,2022-09-02,2022-05-09
365003,See How They Run,English,8425,667,Hollywood / English,98,6.7,Tom George,2022-09-09,2022-09-19
365608,Running the Bases,English,5951,232,Hollywood / English,127,5.3,Marty Roberts/Jimmy Womble,2022-09-16,2022-03-10
367051,Bolshoye puteshestviye. Spetsialnaya dostavka (Big Trip 2: Special Delivery),Russian/English,12034,1445,Anime / Kids,90,5.0,Natalya Nilova/Vasiliy Rovenskiy,2022-10-27,2022-01-11
345893,The Space Between,English/Hindi,12969,1477,Hollywood / English,95,5.4,Rachel Winter,2021-06-15,2021-06-19
336263,Freaky,English/Spanish,41628,7904,Hollywood / English,102,6.3,Christopher Landon,2020-11-13,2020-11-17
366949,Im Westen nichts Neues (All Quiet On The Western Front),German/French,31789,8249,Hollywood / English,148,7.8,Edward Berger,2022-10-28,2022-10-29
366948,Run Sweetheart Run,English/Hindi,14972,2453,Hollywood / English,104,5.0,Shana Feste,2022-10-28,2022-10-29
366947,The Lair,English/Hindi,54292,15326,Hollywood / English,96,4.6,Neil Marshall,2022-10-28,2022-10-29
366946,Wild Is the Wind,English,6451,483,Hollywood / English,123,5.4,Fabian Medea,2022-10-28,2022-10-29
366945,American Murderer,English,9595,660,Hollywood / English,102,4.5,Matthew Gentile,2022-10-28,2022-10-29
366944,Wendell & Wild,English,15057,2864,Anime / Kids,105,6.4,Henry Selick,2022-10-28,2022-10-29
366880,Depois do Universo (Beyond the Universe),Portuguese,18166,2443,Hollywood / English,126,6.6,Diego Freitas,2022-10-27,2022-10-28
366878,Cici,Turkish,6581,199,Hollywood / English,151,7.5,Berkun Oya,2022-10-27,2022-10-28
366875,The Bad Seed Returns,English,8922,519,Hollywood / English,88,5.6,Louise Archambault,2022-09-05,2022-10-28
366819,The Good Nurse,English,16455,2592,Hollywood / English,121,6.8,Tobias Lindholm,2022-10-26,2022-10-27
366818,Rapiniamo il Duce (Robbing Mussolini),Italian,28830,6929,Hollywood / English,90,5.4,Renato De Maria,2022-10-26,2022-10-27
366817,Hellhole,English/Hindi,12765,2184,Hollywood / English,88,5.2,Bartosz M. Kowalski,2022-10-26,2022-10-27
